Cheese Croissant,Orange Juice,Hot Coffee,Cherry Soda,,,,
Berry Tart,Almond Croissant,Orange Juice,,,,,
Chocolate Tart,Apricot Croissant,Green Tea,Vanilla Frappuccino,,,,
Apple Danish,Almond Twist,,,,,,
Strawberry Cake,Napoleon Cake,Cherry Soda,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Eclair,Chocolate Tart,Tuile Cookie,Almond Croissant,Chocolate Croissant,Almond Twist,Cherry Soda,
Strawberry Cake,Marzipan Cookie,Tuile Cookie,Lemon Lemonade,,,,
Strawberry Cake,Blueberry Tart,Gongolais Cookie,Chocolate Croissant,,,,
Coffee Eclair,Blackberry Tart,Walnut Cookie,Single Espresso,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Cake,Casino Cake,Apricot Croissant,Chocolate Coffee,,,,
Truffle Cake,Marzipan Cookie,Blueberry Danish,Chocolate Coffee,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Truffle Cake,Gongolais Cookie,Lemon Lemonade,,,,,
Vanilla Eclair,Lemon Cookie,Green Tea,Bottled Water,,,,
Apricot Tart,Blackberry Tart,Marzipan Cookie,,,,,
Strawberry Cake,Pecan Tart,Apple Croissant,Lemon Lemonade,,,,
Chocolate Meringue,Chocolate Croissant,Raspberry Lemonade,,,,,
Coffee Eclair,Napoleon Cake,Blackberry Tart,Chocolate Croissant,Single Espresso,,,
Apple Tart,Apple Croissant,Apple Danish,Blueberry Danish,Cherry Soda,,,
Berry Tart,Bottled Water,,,,,,
Napoleon Cake,Chocolate Tart,Marzipan Cookie,Tuile Cookie,,,,
Blackberry Tart,Pecan Tart,Tuile Cookie,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Lemon Cake,Lemon Tart,Pecan Tart,Gongolais Cookie,Lemon Lemonade,,,
Chocolate Tart,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Almond Tart,Lemon Tart,Pecan Tart,Chocolate Croissant,,,,
Strawberry Cake,Blueberry Tart,Almond Croissant,,,,,
Chocolate Tart,Marzipan Cookie,Tuile Cookie,Apricot Danish,,,,
Strawberry Cake,Coffee Eclair,Napoleon Cake,Apple Danish,Bottled Water,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apricot Tart,Berry Tart,Almond Twist,,,,,
Strawberry Cake,Gongolais Cookie,Walnut Cookie,,,,,
Vanilla Eclair,Raspberry Cookie,Cherry Soda,,,,,
Napoleon Cake,Almond Twist,,,,,,
Berry Tart,Gongolais Cookie,,,,,,
Chocolate Cake,Lemon Cake,Strawberry Cake,Napoleon Cake,Walnut Cookie,Green Tea,Vanilla Frappuccino,
Blueberry Tart,Apricot Croissant,Almond Bear Claw,Raspberry Lemonade,Hot Coffee,Chocolate Coffee,,
Ganache Cookie,Cheese Croissant,Bottled Water,,,,,
Strawberry Cake,Truffle Cake,Berry Tart,Raspberry Cookie,Chocolate Meringue,Bottled Water,,
Lemon Tart,Single Espresso,,,,,,
Cherry Tart,Gongolais Cookie,,,,,,
Truffle Cake,Cheese Croissant,Bottled Water,Chocolate Coffee,,,,
Pecan Tart,Cheese Croissant,Orange Juice,,,,,
Lemon Cake,Casino Cake,Coffee Eclair,Blackberry Tart,Single Espresso,,,
Blueberry Tart,Walnut Cookie,Apricot Croissant,,,,,
Truffle Cake,Napoleon Cake,Lemon Tart,Hot Coffee,,,,
Lemon Cake,Opera Cake,Truffle Cake,Chocolate Meringue,Cheese Croissant,Vanilla Frappuccino,,
Lemon Cake,Chocolate Eclair,,,,,,
Truffle Cake,Apple Tart,Blueberry Tart,Single Espresso,,,,
Casino Cake,Apple Tart,Chocolate Tart,Lemon Cookie,Almond Bear Claw,,,
Opera Cake,Napoleon Cake,Blackberry Tart,,,,,
Apple Tart,Apple Croissant,Apple Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Casino Cake,Gongolais Cookie,,,,,,
Chocolate Tart,Vanilla Frappuccino,,,,,,
Strawberry Cake,Truffle Cake,Coffee Eclair,Tuile Cookie,Orange Juice,Green Tea,Hot Coffee,Vanilla Frappuccino
Apricot Tart,Lemon Lemonade,Hot Coffee,,,,,
Truffle Cake,Raspberry Cookie,Apricot Danish,,,,,
Napoleon Cake,Vanilla Meringue,Almond Bear Claw,,,,,
Chocolate Eclair,Chocolate Coffee,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Coffee Eclair,Raspberry Cookie,Tuile Cookie,,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Truffle Cake,Napoleon Cake,Tuile Cookie,Apple Croissant,,,
Cheese Croissant,Orange Juice,,,,,,
Strawberry Cake,Napoleon Cake,Apple Pie,Tuile Cookie,Bottled Water,,,
Orange Juice,Chocolate Coffee,,,,,,
Chocolate Eclair,Apple Pie,Cherry Tart,Apricot Croissant,Apricot Danish,,,
Napoleon Cake,Apricot Tart,Lemon Cookie,Chocolate Croissant,,,,
Casino Cake,Truffle Cake,Apple Tart,Gongolais Cookie,,,,
Lemon Tart,Apple Danish,Green Tea,Hot Coffee,,,,
Strawberry Cake,Napoleon Cake,Blackberry Tart,Vanilla Meringue,,,,
Gongolais Cookie,Green Tea,Bottled Water,,,,,
Lemon Cake,Lemon Tart,Hot Coffee,,,,,
Strawberry Cake,Napoleon Cake,Almond Tart,Chocolate Tart,,,,
Chocolate Meringue,,,,,,,
Cherry Soda,,,,,,,
Strawberry Cake,Berry Tart,Chocolate Croissant,,,,,
Napoleon Cake,Cherry Tart,,,,,,
Lemon Cake,Lemon Lemonade,Cherry Soda,,,,,
Lemon Cake,Lemon Tart,,,,,,
Napoleon Cake,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Blueberry Tart,Chocolate Meringue,Apricot Croissant,Vanilla Frappuccino,,,,
Vanilla Eclair,Apple Pie,Blueberry Tart,Lemon Cookie,Chocolate Coffee,,,
Vanilla Eclair,Green Tea,Vanilla Frappuccino,,,,,
Strawberry Cake,Napoleon Cake,Blueberry Tart,,,,,
Chocolate Cake,Cherry Tart,,,,,,
Lemon Lemonade,,,,,,,
Strawberry Cake,Apple Tart,Ganache Cookie,Apricot Danish,Lemon Lemonade,,,
Blackberry Tart,Chocolate Meringue,Apricot Croissant,,,,,
Truffle Cake,Gongolais Cookie,Walnut Cookie,Apricot Croissant,Blueberry Danish,,,
Truffle Cake,Gongolais Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Lemon Lemonade,Hot Coffee,,,,
Strawberry Cake,Lemon Tart,Apple Danish,Almond Twist,,,,
Single Espresso,,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Vanilla Eclair,Raspberry Cookie,Cheese Croissant,Apricot Danish,,,,
Apple Tart,Raspberry Cookie,Marzipan Cookie,Apple Danish,,,,
Almond Tart,Berry Tart,Almond Bear Claw,,,,,
Casino Cake,Opera Cake,Chocolate Meringue,Blueberry Danish,,,,
Chocolate Tart,Vanilla Frappuccino,,,,,,
Lemon Cake,Green Tea,Single Espresso,,,,,
Berry Tart,Bottled Water,,,,,,
Chocolate Cake,Casino Cake,Apple Tart,Chocolate Coffee,,,,
Orange Juice,Vanilla Frappuccino,,,,,,
Lemon Cake,Truffle Cake,Apricot Tart,Gongolais Cookie,,,,
Coffee Eclair,Blackberry Tart,,,,,,
Blueberry Tart,Lemon Tart,Apricot Croissant,,,,,
Berry Tart,Bottled Water,,,,,,
Strawberry Cake,Coffee Eclair,Apple Pie,Berry Tart,Blueberry Tart,Raspberry Lemonade,Bottled Water,Vanilla Frappuccino
Chocolate Cake,Casino Cake,Apple Danish,Chocolate Coffee,,,,
Napoleon Cake,,,,,,,
Vanilla Eclair,Almond Tart,Apple Pie,Apple Tart,Tuile Cookie,Apricot Danish,Orange Juice,Single Espresso
Coffee Eclair,Apple Pie,Apple Tart,Marzipan Cookie,Tuile Cookie,Vanilla Frappuccino,,
Strawberry Cake,Apple Tart,Blueberry Tart,Apple Croissant,Apple Danish,Hot Coffee,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apple Croissant,Apricot Croissant,Raspberry Lemonade,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Gongolais Cookie,Chocolate Coffee,,,,,,
Apricot Croissant,Cheese Croissant,Orange Juice,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Strawberry Cake,Apricot Tart,Berry Tart,Bottled Water,,,,
Strawberry Cake,Napoleon Cake,Cherry Soda,,,,,
Berry Tart,Bottled Water,,,,,,
Berry Tart,Almond Twist,Single Espresso,,,,,
Lemon Cake,Gongolais Cookie,Almond Twist,Blueberry Danish,Raspberry Lemonade,,,
Napoleon Cake,Berry Tart,Cherry Tart,Almond Twist,,,,
Lemon Cake,Opera Cake,Truffle Cake,Napoleon Cake,Marzipan Cookie,Chocolate Croissant,Vanilla Frappuccino,
Vanilla Meringue,Chocolate Croissant,Orange Juice,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Tart,Gongolais Cookie,Lemon Lemonade,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Casino Cake,Coffee Eclair,Napoleon Cake,Apricot Tart,Blackberry Tart,Apricot Danish,Raspberry Lemonade,
Lemon Cake,Cheese Croissant,Chocolate Croissant,Green Tea,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Apple Pie,Lemon Cookie,Almond Twist,,,,
Opera Cake,Cheese Croissant,Orange Juice,,,,,
Apricot Tart,Orange Juice,,,,,,
Chocolate Croissant,Almond Bear Claw,Cherry Soda,,,,,
Apple Tart,Marzipan Cookie,Tuile Cookie,,,,,
Blueberry Tart,Lemon Cookie,Apricot Croissant,Hot Coffee,Cherry Soda,,,
Opera Cake,Cherry Tart,Chocolate Meringue,Almond Bear Claw,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Apricot Croissant,Chocolate Croissant,Raspberry Lemonade,Hot Coffee,,,
Casino Cake,,,,,,,
Vanilla Eclair,Chocolate Tart,Marzipan Cookie,Chocolate Croissant,Blueberry Danish,,,
Truffle Cake,Almond Tart,Blueberry Tart,Tuile Cookie,Cheese Croissant,Almond Bear Claw,Lemon Lemonade,Orange Juice
Chocolate Cake,Chocolate Tart,Almond Twist,Hot Coffee,Vanilla Frappuccino,,,
Raspberry Cookie,Lemon Cookie,Almond Croissant,Apricot Croissant,Almond Bear Claw,Blueberry Danish,Bottled Water,
Opera Cake,Gongolais Cookie,,,,,,
Cherry Tart,Apricot Croissant,Apricot Danish,,,,,
Apricot Tart,Gongolais Cookie,Apricot Croissant,Cheese Croissant,,,,
Casino Cake,Coffee Eclair,Almond Tart,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Raspberry Lemonade,Chocolate Coffee,,,,,,
Apricot Tart,Cherry Tart,Gongolais Cookie,Apricot Danish,Almond Bear Claw,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Casino Cake,Cherry Tart,Lemon Cookie,Almond Twist,,,,
Berry Tart,Apricot Danish,Green Tea,Bottled Water,,,,
Coffee Eclair,Apricot Danish,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Truffle Cake,Vanilla Eclair,Cherry Tart,Gongolais Cookie,Cheese Croissant,Apricot Danish,,
Napoleon Cake,Almond Croissant,,,,,,
Hot Coffee,,,,,,,
Cheese Croissant,Apple Danish,Hot Coffee,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Napoleon Cake,Chocolate Croissant,,,,,,
Opera Cake,Apple Danish,Bottled Water,,,,,
Coffee Eclair,Apricot Croissant,Orange Juice,Chocolate Coffee,,,,
Berry Tart,Almond Twist,Almond Bear Claw,Bottled Water,,,,
Chocolate Cake,Apple Pie,Apple Tart,Ganache Cookie,Apple Croissant,Apple Danish,Cherry Soda,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Marzipan Cookie,Tuile Cookie,Almond Croissant,Cherry Soda,,,,
Vanilla Eclair,Chocolate Tart,Chocolate Meringue,Vanilla Meringue,Walnut Cookie,Apricot Croissant,,
Napoleon Cake,Hot Coffee,,,,,,
Chocolate Tart,Vanilla Frappuccino,Single Espresso,,,,,
Pecan Tart,Vanilla Meringue,Cheese Croissant,Chocolate Croissant,Almond Bear Claw,,,
Vanilla Meringue,Marzipan Cookie,Tuile Cookie,Apricot Croissant,Orange Juice,Single Espresso,,
Cheese Croissant,Orange Juice,,,,,,
Vanilla Meringue,Marzipan Cookie,Tuile Cookie,Almond Twist,,,,
Vanilla Meringue,Blueberry Danish,,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Berry Tart,Chocolate Tart,Bottled Water,,,,,
Vanilla Meringue,Tuile Cookie,Cherry Soda,,,,,
Coffee Eclair,Chocolate Meringue,Chocolate Croissant,Chocolate Coffee,Cherry Soda,,,
Lemon Cake,Vanilla Eclair,Marzipan Cookie,Apricot Croissant,Lemon Lemonade,Hot Coffee,,
Napoleon Cake,Almond Bear Claw,Blueberry Danish,Single Espresso,,,,
Cherry Tart,Tuile Cookie,Chocolate Croissant,Apricot Danish,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Vanilla Eclair,Napoleon Cake,Pecan Tart,Gongolais Cookie,Marzipan Cookie,Walnut Cookie,Cheese Croissant,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Chocolate Meringue,Apricot Croissant,,,,,
Almond Tart,Berry Tart,Blueberry Tart,Bottled Water,,,,
Lemon Cake,Blueberry Tart,Lemon Tart,Raspberry Cookie,Apple Danish,,,
Truffle Cake,Gongolais Cookie,Apple Croissant,,,,,
Lemon Cake,Almond Tart,Apple Croissant,Lemon Lemonade,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Almond Croissant,Vanilla Frappuccino,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Pecan Tart,Almond Bear Claw,Raspberry Lemonade,Green Tea,,,,
Berry Tart,Bottled Water,,,,,,
Blueberry Tart,Apricot Croissant,Cheese Croissant,Raspberry Lemonade,Hot Coffee,,,
Opera Cake,Vanilla Eclair,Apple Pie,Blackberry Tart,Orange Juice,,,
Coffee Eclair,Cherry Tart,Lemon Lemonade,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Blueberry Tart,Tuile Cookie,Apricot Croissant,Apricot Danish,Hot Coffee,,,
Apple Tart,Apple Croissant,Apple Danish,Almond Bear Claw,Cherry Soda,,,
Lemon Cake,Chocolate Tart,Marzipan Cookie,Orange Juice,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Strawberry Cake,Pecan Tart,Single Espresso,,,,,
Truffle Cake,Vanilla Eclair,Ganache Cookie,Almond Croissant,Apricot Croissant,Apricot Danish,Vanilla Frappuccino,
Chocolate Meringue,Almond Croissant,,,,,,
Gongolais Cookie,Marzipan Cookie,,,,,,
Opera Cake,Chocolate Eclair,Blueberry Tart,Chocolate Tart,Cherry Tart,Apple Croissant,,
Berry Tart,Cheese Croissant,Orange Juice,,,,,
Truffle Cake,Blueberry Tart,Gongolais Cookie,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,,,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apricot Croissant,Raspberry Lemonade,,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Berry Tart,Cheese Croissant,Bottled Water,,,,,
Opera Cake,Strawberry Cake,Napoleon Cake,,,,,
Strawberry Cake,Vanilla Eclair,Napoleon Cake,Apricot Danish,Raspberry Lemonade,,,
Raspberry Cookie,Cherry Soda,,,,,,
Blueberry Tart,Apricot Croissant,Green Tea,Hot Coffee,,,,
Apricot Croissant,Apricot Danish,,,,,,
Orange Juice,,,,,,,
Gongolais Cookie,Lemon Lemonade,Chocolate Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Almond Bear Claw,Bottled Water,Single Espresso,,,,,
Opera Cake,Chocolate Eclair,Vanilla Eclair,Walnut Cookie,Cheese Croissant,,,
Casino Cake,,,,,,,
Cheese Croissant,Apricot Danish,Bottled Water,,,,,
Apple Tart,Raspberry Cookie,Almond Twist,,,,,
Opera Cake,Apricot Tart,Blueberry Tart,,,,,
Napoleon Cake,Blueberry Tart,Apricot Croissant,Almond Twist,Hot Coffee,,,
Berry Tart,Lemon Lemonade,Bottled Water,,,,,
Coffee Eclair,Napoleon Cake,Berry Tart,Bottled Water,,,,
Apple Pie,Gongolais Cookie,Almond Croissant,Orange Juice,Chocolate Coffee,,,
Strawberry Cake,Lemon Tart,Chocolate Coffee,,,,,
Strawberry Cake,Vanilla Eclair,Apple Tart,Vanilla Meringue,Raspberry Lemonade,Green Tea,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Truffle Cake,Vanilla Eclair,Gongolais Cookie,,,,,
Chocolate Cake,Casino Cake,Chocolate Meringue,Chocolate Coffee,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Vanilla Eclair,Apple Pie,Almond Twist,Lemon Lemonade,,,,
Chocolate Eclair,Berry Tart,Pecan Tart,Bottled Water,Hot Coffee,,,
Lemon Cake,Lemon Tart,Lemon Cookie,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Truffle Cake,Vanilla Eclair,Berry Tart,Ganache Cookie,Lemon Cookie,Chocolate Croissant,Blueberry Danish,Raspberry Lemonade
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Almond Twist,Bottled Water,,,,,
Truffle Cake,Apple Pie,Gongolais Cookie,Single Espresso,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Coffee Eclair,Blackberry Tart,Almond Croissant,Cheese Croissant,Single Espresso,,,
Marzipan Cookie,Tuile Cookie,Bottled Water,Chocolate Coffee,,,,
Berry Tart,Chocolate Meringue,Apple Croissant,,,,,
Strawberry Cake,Blackberry Tart,Cherry Soda,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Cheese Croissant,Orange Juice,Vanilla Frappuccino,,,,,
Chocolate Eclair,Ganache Cookie,Raspberry Cookie,Tuile Cookie,Cherry Soda,,,
Truffle Cake,Coffee Eclair,Blackberry Tart,Single Espresso,,,,
Lemon Tart,Marzipan Cookie,Apricot Danish,Apple Danish,,,,
Cheese Croissant,Raspberry Lemonade,Orange Juice,,,,,
Blueberry Tart,Pecan Tart,Ganache Cookie,Raspberry Cookie,Almond Bear Claw,Green Tea,,
Chocolate Croissant,,,,,,,
Cherry Tart,Tuile Cookie,Apricot Croissant,Cheese Croissant,,,,
Truffle Cake,Vanilla Eclair,Gongolais Cookie,Apple Danish,,,,
Opera Cake,Apple Pie,Cherry Tart,Apricot Danish,Green Tea,,,
Coffee Eclair,Blackberry Tart,Chocolate Meringue,Apple Croissant,Raspberry Lemonade,Green Tea,Cherry Soda,Single Espresso
Almond Twist,Almond Bear Claw,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Strawberry Cake,Ganache Cookie,Tuile Cookie,Walnut Cookie,Lemon Lemonade,,,
Lemon Cake,Lemon Tart,Chocolate Meringue,Raspberry Lemonade,,,,
Chocolate Cake,Coffee Eclair,Blackberry Tart,,,,,
Chocolate Cake,Casino Cake,Chocolate Eclair,Chocolate Coffee,,,,
Coffee Eclair,Blackberry Tart,Ganache Cookie,Almond Bear Claw,,,,
Chocolate Eclair,Berry Tart,Tuile Cookie,Lemon Lemonade,,,,
Napoleon Cake,Apple Pie,Chocolate Meringue,Vanilla Meringue,Raspberry Lemonade,Cherry Soda,,
Berry Tart,Bottled Water,,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Opera Cake,Cherry Tart,Tuile Cookie,Apricot Danish,,,,
Chocolate Cake,Truffle Cake,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Berry Tart,Blueberry Tart,Chocolate Croissant,Orange Juice,,,,
Almond Tart,Apricot Croissant,Lemon Lemonade,Green Tea,,,,
Berry Tart,Bottled Water,Single Espresso,,,,,
Opera Cake,Apple Pie,Cherry Tart,Apricot Danish,Almond Bear Claw,,,
Opera Cake,Apple Tart,Blackberry Tart,Walnut Cookie,,,,
Chocolate Eclair,Marzipan Cookie,Tuile Cookie,,,,,
Apricot Tart,Cherry Tart,Almond Twist,Blueberry Danish,Bottled Water,,,
Strawberry Cake,Chocolate Meringue,Blueberry Danish,Cherry Soda,,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Cherry Tart,Lemon Tart,Almond Croissant,Apple Croissant,Chocolate Croissant,Orange Juice,Cherry Soda,
Apricot Croissant,Lemon Lemonade,,,,,,
Chocolate Tart,Vanilla Frappuccino,,,,,,
Opera Cake,Cherry Tart,Walnut Cookie,Apple Croissant,Apricot Danish,Vanilla Frappuccino,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Marzipan Cookie,Chocolate Croissant,Apricot Danish,Apple Danish,Orange Juice,,
Strawberry Cake,Marzipan Cookie,Almond Croissant,Orange Juice,,,,
Apricot Tart,Raspberry Cookie,Chocolate Croissant,Raspberry Lemonade,,,,
Lemon Tart,Cheese Croissant,Chocolate Coffee,,,,,
Chocolate Meringue,Blueberry Danish,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Strawberry Cake,Apricot Tart,Blackberry Tart,,,,,
Marzipan Cookie,Tuile Cookie,Walnut Cookie,Almond Croissant,Hot Coffee,,,
Walnut Cookie,Chocolate Coffee,,,,,,
Truffle Cake,Ganache Cookie,Gongolais Cookie,Lemon Lemonade,,,,
Coffee Eclair,Napoleon Cake,,,,,,
Truffle Cake,Chocolate Eclair,Almond Tart,Blackberry Tart,Almond Croissant,,,
Lemon Cake,Napoleon Cake,Apple Pie,Blueberry Danish,,,,
Opera Cake,Chocolate Meringue,Cherry Soda,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Chocolate Meringue,Walnut Cookie,,,,,
Blackberry Tart,Apricot Croissant,Lemon Lemonade,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Opera Cake,Apple Croissant,,,,,
Truffle Cake,Chocolate Croissant,Hot Coffee,,,,,
Apricot Croissant,Raspberry Lemonade,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Chocolate Cake,Casino Cake,Walnut Cookie,Almond Twist,Chocolate Coffee,,,
Coffee Eclair,Apple Pie,Almond Twist,,,,,
Vanilla Eclair,Apple Croissant,Apricot Danish,,,,,
Casino Cake,,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Apple Tart,Lemon Tart,Apple Croissant,Apple Danish,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Opera Cake,Chocolate Tart,Ganache Cookie,Raspberry Cookie,Cheese Croissant,Chocolate Croissant,Bottled Water,
Apple Pie,Chocolate Tart,Vanilla Frappuccino,,,,,
Chocolate Croissant,Green Tea,,,,,,
Lemon Cake,Apple Croissant,Chocolate Croissant,Raspberry Lemonade,,,,
Casino Cake,Almond Tart,Cheese Croissant,Orange Juice,Cherry Soda,,,
Apricot Croissant,Raspberry Lemonade,Orange Juice,Vanilla Frappuccino,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Vanilla Frappuccino,,,,,,
Vanilla Meringue,Tuile Cookie,Bottled Water,Chocolate Coffee,Single Espresso,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Chocolate Cake,,,,,,,
Lemon Cake,Opera Cake,Blueberry Danish,,,,,
Chocolate Cake,Hot Coffee,,,,,,
Raspberry Cookie,Hot Coffee,,,,,,
Apple Pie,Ganache Cookie,Apple Croissant,Apricot Croissant,Almond Bear Claw,Lemon Lemonade,,
Almond Tart,Apple Pie,Blackberry Tart,Pecan Tart,Chocolate Coffee,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Tart,Almond Bear Claw,Vanilla Frappuccino,Cherry Soda,,,,
Casino Cake,Coffee Eclair,Napoleon Cake,Cherry Tart,Apricot Danish,,,
Strawberry Cake,Napoleon Cake,,,,,,
Berry Tart,Lemon Lemonade,Bottled Water,,,,,
Casino Cake,Chocolate Tart,Apple Danish,,,,,
Strawberry Cake,Cheese Croissant,Orange Juice,Bottled Water,,,,
Chocolate Cake,Casino Cake,Cherry Tart,Chocolate Croissant,Chocolate Coffee,,,
Chocolate Cake,Almond Tart,Apple Tart,Blackberry Tart,Blueberry Tart,Lemon Cookie,Bottled Water,
Chocolate Eclair,Apple Pie,Blackberry Tart,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Berry Tart,Bottled Water,,,,,,
Almond Bear Claw,Blueberry Danish,,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Cherry Tart,Raspberry Lemonade,Bottled Water,,,,,
Marzipan Cookie,Tuile Cookie,Chocolate Croissant,,,,,
Vanilla Eclair,Blackberry Tart,Lemon Tart,Apple Croissant,Apricot Danish,Green Tea,Vanilla Frappuccino,
Orange Juice,,,,,,,
Cheese Croissant,Vanilla Frappuccino,Single Espresso,,,,,
Marzipan Cookie,Tuile Cookie,Single Espresso,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Hot Coffee,,,,,,,
Chocolate Eclair,Napoleon Cake,Walnut Cookie,Bottled Water,,,,
Strawberry Cake,Napoleon Cake,Cheese Croissant,,,,,
Lemon Cake,Chocolate Meringue,Apple Croissant,Apricot Danish,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Apple Tart,Lemon Cookie,Apricot Danish,,,,
Gongolais Cookie,,,,,,,
